subject,trial,trialtype,touch down,toe off,footing,touch down,toe off,footing,touch down,toe off,footing,touch down,toe off,footing
052318tc,25,SlLnpWO,3.1833,3.9433,R,3.735,4.5832,L,4.495,5.2367,R,4.985,5.9585,L
052318tc,39,SlRpBLOBRs,1.9767,2.8383,L,2.6267,4.13,R,3.0267,3.465,L,3.837,4.8772,L
